,residence_camp,ref,sex,birthplace,age,median_dist,max_dist,min_dist,region,places_visited,times_live,times_just_visit,times_hunt,times_friend_visit,times_dance,times_fam_visit,times_fish,times_gather
1362,Coconacoco1,E220,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,2,0,0,0,0,0,0,0,0
1372,Coconacoco1,E221,M,Dongou,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,0,3,0,0,0,0,0
1392,Coconacoco1,E223,F,Coconacoco1,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,0,0,0
1413,Coconacoco1,E225,M,Coconacoco1,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,1,0,0,0,1,0,0
1481,Coconacoco1,E231,M,Enyelle,Personne âgée,NA,#NAME?,#NAME?,Enyelle,2,0,0,0,0,0,1,0,0
1521,Coconacoco1,E235,M,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,2,0,0,0,0,0,0
1531,Coconacoco1,E236,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,2,1,1,0,0,0,0,0,0
1541,Coconacoco1,E237,F,Coconacoco1,Adulte,NA,#NAME?,#NAME?,Enyelle,2,0,0,0,0,0,0,0,0
1551,Coconacoco1,E238,F,Enyelle,Personne âgée,33392.02663,33392.02663,33392.02663,Enyelle,2,0,0,0,0,1,0,0,0
1561,Coconacoco1,E239,M,Kombo1,Adulte,NA,#NAME?,#NAME?,Enyelle,0,0,0,0,0,0,0,0,0
1582,Coconacoco2,E240,F,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,3,0,0,0,0,0,1,0,0
1591,Coconacoco2,E241,F,Coconacoco2,Personne âgée,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,1,0,0
1601,Coconacoco2,E242,F,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,2,0,0,0,0,0,1,0,0
1611,Coconacoco2,E243,M,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,2,0,0,0,0,0,1,0,0
1631,Coconacoco2,E246,M,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,1,0,0,0,0
1641,Coconacoco2,E248,F,Bongoye,Personne âgée,NA,#NAME?,#NAME?,Enyelle,4,0,0,0,0,0,3,0,0
1662,Ngouanguébé,E25,M,Enyelle,Adulte,8176.216533,8176.216533,8176.216533,Enyelle,6,2,0,0,0,2,0,0,1
1691,Coconacoco2,E252,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,1,0,0
1711,Coconacoco2,E254,F,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,2,0,0,0,0,0,1,0,0
1721,Coconacoco2,E255,M,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,1,0,0,0,1,0,0
177,Essembo5,E26,M,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,8,1,0,0,1,0,2,0,0
179,Coconacoco2,E261,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,0,0,0,0,2,0,0
180,Coconacoco2,E262,M,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,3,0,0,0,0,0,1,0,0
184,Coconacoco2,E266,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,5,0,0,0,0,0,0,0,3
186,Coconacoco2,E268,F,,Personne âgée,NA,#NAME?,#NAME?,Enyelle,1,0,1,0,0,0,0,0,0
187,Coconacoco2,E269,M,Mimbelli,Personne âgée,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,1,0,0
189,Kombo3,E270,F,Kombo3,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,0,0,0
190,Coconacoco2,E271,M,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,1,0,0,1,0,0,0
191,Coconacoco2,E272,F,Mimputu,Adulte,33475.60654,33475.60654,33475.60654,Enyelle,2,0,0,0,0,1,0,0,0
195,Coconacoco2,E276,F,,Adulte,NA,#NAME?,#NAME?,Enyelle,5,0,0,0,0,0,2,0,0
196,Coconacoco2,E277,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,0,0,0
198,Coconacoco2,E279,M,Mimbelli,Adulte,NA,#NAME?,#NAME?,Enyelle,2,0,1,0,0,0,1,0,0
200,Essembo5,E29,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,8,3,0,0,0,0,0,0,1
202,Essembo5,E31,M,Enyelle,Personne âgée,NA,#NAME?,#NAME?,Enyelle,7,1,1,0,0,0,3,0,0
203,Essembo1,E32,M,Essembo1,Adulte,6760.86338,6760.86338,6760.86338,Enyelle,6,2,0,0,0,1,1,0,0
205,Essembo1,E34,F,Enyelle,Personne âgée,31972.09517,31972.09517,31972.09517,Enyelle,5,1,0,0,1,1,1,0,0
206,Essembo1,E35,M,Enyelle,Adolescent,NA,#NAME?,#NAME?,Enyelle,4,0,0,0,1,0,0,0,0
207,Essembo1,E36,F,Enyelle,Adolescent,NA,#NAME?,#NAME?,Enyelle,3,0,0,0,0,0,1,0,0
208,Essembo1,E37,F,Enyelle,Personne âgée,31972.09517,31972.09517,31972.09517,Enyelle,7,1,0,0,1,1,3,0,0
210,Misseké,E39,F,Mokinda,Adulte,52247.00796,52247.00796,52247.00796,Enyelle,3,1,0,0,0,1,0,0,1
212,Misseké,E40,F,Sambo,Personne âgée,NA,#NAME?,#NAME?,Enyelle,4,0,0,0,0,1,0,0,0
213,Misseké,E41,F,Essembo,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,0,0,0,0,2,1,0
214,Misseké,E42,F,Lokoko,Adolescent,NA,#NAME?,#NAME?,Enyelle,3,0,0,0,0,0,0,0,0
216,Misseké,E44,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,15,1,4,0,0,1,1,1,0
217,Mossomé,E45,M,Bétou,Adulte,NA,#NAME?,#NAME?,Enyelle,14,1,0,0,7,0,3,0,0
219,Mossomé,E47,F,Enyelle,Adulte,3147.63518,3147.63518,3147.63518,Enyelle,18,0,0,0,0,1,6,2,0
220,Mossomé,E48,F,,Adulte,12331.2572,32081.87845,11928.87612,Enyelle,23,0,0,0,4,5,4,2,0
222,Likeko,E5,F,Enyelle,Personne âgée,NA,#NAME?,#NAME?,Enyelle,2,0,0,0,0,2,0,0,0
223,Mossomé,E50,F,Landza,Adulte,11928.87612,11928.87612,11928.87612,Enyelle,22,0,0,0,3,3,7,2,0
224,Lokoko6,E51,F,Bétou,Adulte,NA,#NAME?,#NAME?,Enyelle,14,0,0,0,5,0,1,0,0
226,Lokoko4,E53,M,Enyelle,Adulte,29044.37633,29044.37633,29044.37633,Enyelle,26,0,0,8,5,1,1,3,6
227,Lokoko4,E54,F,Mokinda,Personne âgée,NA,#NAME?,#NAME?,Enyelle,18,0,0,0,0,1,0,4,8
231,Lokoko2,E58,M,Bétou,Adulte,28900.61695,28900.61695,28900.61695,Enyelle,17,0,0,0,2,1,3,7,2
232,Lokoko4,E59,F,Enyelle,Adulte,29044.37633,29044.37633,29044.37633,Enyelle,19,0,0,0,5,1,0,6,6
234,Lokoko4,E60,F,Enyelle,Adolescent,NA,#NAME?,#NAME?,Enyelle,17,0,0,0,4,1,0,0,7
236,Mossomé,E62,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,5,1,0,0,2,0,2,0,0
237,Lokoko6,E63,M,Enyelle,Personne âgée,NA,#NAME?,#NAME?,Enyelle,10,1,3,0,0,0,2,2,0
238,Mossomé,E64,M,Enyelle,Adulte,55204.01923,55204.01923,55204.01923,Enyelle,8,1,0,0,0,2,2,0,0
239,Lokoko2,E65,F,Enyelle,Personne âgée,NA,#NAME?,#NAME?,Enyelle,13,0,0,0,3,0,1,2,7
242,Lokoko2,E68,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,9,0,0,0,2,0,2,1,3
245,Lokoko6,E70,F,Lokoko6,Adulte,NA,#NAME?,#NAME?,Enyelle,0,0,0,0,0,0,0,0,0
246,Lokoko6,E71,F,Enyelle,Personne âgée,NA,#NAME?,#NAME?,Enyelle,4,1,0,0,0,0,1,0,0
247,Lokoko6,E72,M,Essembo,Adolescent,13965.14075,14256.89958,13673.38192,Enyelle,9,2,1,0,0,3,0,1,1
248,Lokoko1,E73,M,Bétou,Adulte,NA,#NAME?,#NAME?,Enyelle,11,1,0,0,2,0,5,3,0
251,Lokoko1,E76,F,Enyelle,Adulte,27815.29654,27815.29654,27815.29654,Enyelle,12,1,0,0,0,1,4,0,1
253,Lokoko1,E78,M,Bétou,Adulte,NA,#NAME?,#NAME?,Enyelle,10,1,0,0,0,0,1,2,1
255,Likeko,E8,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,1,0,0,0
256,Lokoko4,E80,F,Lokoko4,Adulte,NA,#NAME?,#NAME?,Enyelle,9,1,0,0,1,0,1,1,1
257,Lokoko4,E81,M,Lokoko4,Adulte,NA,#NAME?,#NAME?,Enyelle,5,0,2,0,0,0,1,1,0
258,Lokoko4,E82,M,Lokoko4,Adulte,NA,#NAME?,#NAME?,Enyelle,3,1,1,0,1,0,0,0,0
259,Lokoko2,E83,F,Lokoko2,Adulte,NA,#NAME?,#NAME?,Enyelle,8,2,0,0,1,0,1,2,2
260,Lokoko1,E84,F,Enyelle,Adulte,NA,#NAME?,#NAME?,Enyelle,14,1,0,0,4,0,6,0,0
266,Likeko,E9,F,Essembo,Adulte,NA,#NAME?,#NAME?,Enyelle,4,1,0,0,0,0,1,0,0
269,Lokoko4,E92,F,Lokoko4,Adulte,NA,#NAME?,#NAME?,Enyelle,4,0,1,0,2,0,1,0,0
271,Lokoko1,E94,M,Enyelle,Adulte,13746.04107,72659.81456,12642.15824,Enyelle,22,3,0,1,0,3,5,3,2
273,Lokoko1,E96,F,Bangui_CAR,Personne âgée,NA,#NAME?,#NAME?,Enyelle,4,0,0,0,0,1,1,0,1
274,Lokoko1,E97,F,Bétou,Adulte,NA,#NAME?,#NAME?,Enyelle,5,1,0,0,0,0,0,1,0
275,Lokoko1,E98,F,Bissambi,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,0,0,0
276,Lokoko1,E99,F,Essembo,Adulte,NA,#NAME?,#NAME?,Enyelle,1,0,0,0,0,0,1,0,0
415,Wongo5,BE4,M,Ngongou,Adulte,NA,#NAME?,#NAME?,betou,10,1,3,0,0,0,2,0,0
817,Wongo5,BE8,F,,Adulte,NA,#NAME?,#NAME?,betou,11,1,0,0,1,0,2,0,1
1015,Wongo3,BE10,M,Kenkenze,Adulte,NA,#NAME?,#NAME?,betou,10,1,3,0,1,0,1,0,0
1113,Wongo3,BE12,F,,Adulte,NA,#NAME?,#NAME?,betou,10,1,1,0,0,0,0,0,3
1211,Wongo2,BE13,M,Bétou,Personne âgée,NA,#NAME?,#NAME?,betou,11,1,5,0,2,0,2,0,0
1414,Wongo3,BE15,M,Kenkenze,Adulte,NA,#NAME?,#NAME?,betou,10,1,3,0,1,0,1,0,0
16,Wongo2,BE17,F,Kenkenze,Personne âgée,NA,#NAME?,#NAME?,betou,9,1,0,0,1,0,1,0,0
178,Wongo1,BE18,M,Mongoumba,Adulte,NA,#NAME?,#NAME?,betou,10,0,0,0,0,0,0,0,0
183,Koueta,BE19,F,Wongo1,Personne âgée,NA,#NAME?,#NAME?,betou,6,0,1,0,1,0,0,0,2
194,Wongo1,BE20,M,Mongoumba,Personne âgée,NA,#NAME?,#NAME?,betou,12,1,2,0,0,0,0,0,0
209,Wongo1,BE21,F,,Personne âgée,NA,#NAME?,#NAME?,betou,11,1,1,0,0,0,0,0,1
252,Popo3,BE26,M,Bétou,Adulte,NA,#NAME?,#NAME?,betou,9,3,0,0,1,0,2,0,0
302,Popo1,BE31,M,Bétou,Adulte,45920.22044,45920.22044,45920.22044,betou,10,2,2,0,0,2,0,0,1
312,Bobo1,BE32,F,Enyelle,Adulte,NA,#NAME?,#NAME?,betou,16,1,1,0,0,0,2,2,1
323,Popo1,BE33,F,,Adulte,13068.80316,23809.68325,2327.923067,betou,8,1,1,0,0,2,1,0,0
354,Popo3,BE36,M,Bétou,Adulte,NA,#NAME?,#NAME?,betou,9,3,0,0,1,0,2,0,0
372,Popo3,BE39,F,Bétou,Adulte,NA,#NAME?,#NAME?,betou,7,2,0,0,1,0,1,0,1
383,Popo3,BE40,F,Bétou,Adulte,NA,#NAME?,#NAME?,betou,1,0,0,0,0,0,1,0,0
463,Bobo1,BE48,M,Bétou,Adulte,156387.844,156387.844,156387.844,betou,14,1,3,0,0,1,1,0,0
483,Bobo1,BE50,F,Bétou,Adolescent,9240.512511,9322.659751,5542.559092,betou,11,1,1,0,0,3,2,0,0
494,Bobo1,BE51,M,,Adulte,NA,#NAME?,#NAME?,betou,12,1,1,0,2,0,1,0,0
503,Bobo1,BE52,F,Bobo1,Adulte,NA,#NAME?,#NAME?,betou,18,1,1,0,0,1,2,0,0
554,Ngola3,BE57,F,Mimbelli,Adulte,NA,#NAME?,#NAME?,betou,10,0,0,0,1,0,0,0,0
584,Mondika,BE60,M,,Adulte,24119.07295,24119.07295,24119.07295,betou,22,1,0,0,0,1,4,0,0
595,Ngola3,BE61,F,Enyelle,Adulte,37553.71393,37553.71393,37553.71393,betou,17,1,1,0,1,1,1,2,1
613,Wongo5,BE63,M,Kenkenze,Adulte,NA,#NAME?,#NAME?,betou,10,1,0,0,7,0,1,0,0
621,Wongo5,BE64,F,,Adolescent,NA,#NAME?,#NAME?,betou,9,1,0,0,7,0,0,0,0
632,Wongo5,BE65,F,,Adolescent,NA,#NAME?,#NAME?,betou,9,1,0,0,4,0,0,0,0
643,Wongo5,BE66,F,Bétou,Adulte,NA,#NAME?,#NAME?,betou,9,1,0,0,0,0,0,0,0
716,Wongo3,BE73,M,,Adulte,NA,#NAME?,#NAME?,betou,11,0,0,0,1,1,2,0,0
735,Wongo2,BE75,M,Bétou,Adulte,NA,#NAME?,#NAME?,betou,13,0,0,0,8,0,1,0,0
743,Wongo3,BE76,F,,Adulte,14756.35703,14756.35703,14756.35703,betou,9,0,0,0,1,1,0,0,0
754,Wongo3,BE77,F,Kenkenze,Adulte,NA,#NAME?,#NAME?,betou,8,0,0,0,5,0,1,0,0
773,Wongo2,BE79,F,Kenkenze,Adulte,NA,#NAME?,#NAME?,betou,9,0,0,0,2,0,0,0,0
782,Wongo1,BE80,M,,Adulte,NA,#NAME?,#NAME?,betou,4,0,0,0,4,0,0,0,0
803,Wongo1,BE82,M,Kenkenze,Adulte,NA,#NAME?,#NAME?,betou,13,0,2,0,4,1,1,0,0
824,Wongo1,BE84,F,Mongoumba(Centrafrique),Adulte,NA,#NAME?,#NAME?,betou,8,0,0,0,2,0,0,0,0
843,Koueta,BE86,F,(Centrafrique),Personne âgée,NA,#NAME?,#NAME?,betou,3,1,0,0,0,0,1,0,0
884,Koueta,BE90,M,Wongo1,Adulte,8426.337871,8426.337871,8426.337871,betou,10,1,0,0,1,1,2,3,0
893,Popo2,BE91,F,Wongo2,Adulte,NA,#NAME?,#NAME?,betou,4,0,0,0,2,0,1,0,0
915,Popo2,BE93,M,Wongo4,Adulte,14922.26967,21651.9895,8192.549847,betou,13,0,0,0,2,3,3,3,0
923,Popo1,BE94,M,,Adulte,5331.765512,5774.811248,4888.719776,betou,15,1,0,0,0,2,0,4,2
942,Popo1,BE96,F,Bétou,Adulte,NA,#NAME?,#NAME?,betou,14,0,0,0,0,1,2,4,0
1003,Bobo1,BE102,F,Bétou,Adulte,NA,#NAME?,#NAME?,betou,18,1,0,0,0,0,2,2,0
1053,Bobo1,BE107,F,Enyelle,Adulte,NA,#NAME?,#NAME?,betou,11,1,0,0,3,0,0,0,0
1063,Bobo1,BE108,M,,Adulte,NA,#NAME?,#NAME?,betou,17,0,0,0,2,0,0,0,0
1073,Bobo1,BE109,M,Bétou,Adulte,NA,#NAME?,#NAME?,betou,18,0,0,0,2,0,1,0,0
1114,Bobo1,BE113,M,Bobo1,Adulte,NA,#NAME?,#NAME?,betou,12,0,0,0,0,0,1,2,0
1123,Ngola2,BE114,M,,Adolescent,NA,#NAME?,#NAME?,betou,10,1,0,0,3,0,0,3,0
1133,Bobo1,BE115,F,Boyelé,Adulte,59151.58565,64177.17272,54125.99857,betou,11,2,0,0,1,2,0,1,0
1153,Ngola2,BE117,F,Bétou,Adulte,47753.67306,47753.67306,47753.67306,betou,9,1,0,0,2,1,0,3,0
1192,Mondika,BE121,M,Bétou,Adulte,NA,#NAME?,#NAME?,betou,7,0,0,2,0,0,1,0,0
1223,Mondika,BE124,F,Bétou,Adolescent,NA,#NAME?,#NAME?,betou,1,1,0,0,0,0,0,0,0
1233,Mondika,BE125,F,Bétou,Adulte,23317.83801,23317.83801,23317.83801,betou,8,0,0,0,0,1,2,4,0
1253,Mondika,BE127,M,Mondika,FALSE,NA,#NAME?,#NAME?,betou,0,0,0,0,0,0,0,0,0
1263,Mondika,BE128,M,Bétou,Adolescent,NA,#NAME?,#NAME?,betou,9,1,0,0,0,0,0,0,3
1273,Mondika,BE129,F,Bétou,Adulte,86344.67725,162980.6171,9708.737408,betou,14,1,2,0,0,2,3,0,1
