"","my_ref","mother","father","spouse","sibling","sib1","sib2","sib3","sib4","sib5","sib6","sib7","sib8","sib9","sib10"
"1040","BE41","BE33","BE31","0","BE42,BE43,BE44,BE45","BE42","BE43","BE44","BE45","","","","","",""
"1041","BE42","BE33","BE31","0","BE41,BE43,BE44,BE45","BE41","BE43","BE44","BE45","","","","","",""
"1042","BE43","BE33","BE31","0","BE41,BE42,BE44,BE45","BE41","BE42","BE44","BE45","","","","","",""
"1043","BE44","BE33","BE31","0","BE41,BE42,BE43,BE45","BE41","BE42","BE43","BE45","","","","","",""
"1044","BE45","BE33","BE31","0","BE41,BE42,BE43,BE44","BE41","BE42","BE43","BE44","","","","","",""
"1045","BE46","0","BE51","0","BE47,BE49,BE50,BE113","BE47","BE49","BE50","BE113","","","","","",""
"1046","BE47","0","BE51","0","BE46,BE49,BE50,BE113","BE46","BE49","BE50","BE113","","","","","",""
"1047","BE48","0","0","0","","","","","","","","","","",""
"1048","BE49","0","BE51","0","BE46,BE47,BE50,BE113","BE46","BE47","BE50","BE113","","","","","",""
"1049","BE50","0","BE51","0","BE46,BE47,BE49,BE113","BE46","BE47","BE49","BE113","","","","","",""
"1050","BE51","0","0","0","","","","","","","","","","",""
"1051","BE52","BE102","0","0","BE100,BE101,BE108,BE109","BE100","BE101","BE108","BE109","","","","","",""
"1052","BE53","BE52","0","0","BE55,BE56","BE55","BE56","","","","","","","",""
"1053","BE54","BE57","0","0","BE58,BE59,BE62","BE58","BE59","BE62","","","","","","",""
"1054","BE55","BE52","0","0","BE53,BE56","BE53","BE56","","","","","","","",""
"1055","BE56","BE52","0","0","BE53,BE55","BE53","BE55","","","","","","","",""
"1056","BE57","0","0","0","","","","","","","","","","",""
"1057","BE58","BE57","0","0","BE54,BE59,BE62","BE54","BE59","BE62","","","","","","",""
"1058","BE59","BE57","0","0","BE54,BE58,BE62","BE54","BE58","BE62","","","","","","",""
"1059","BE60","0","0","BE129","","","","","","","","","","",""
"1060","BE61","0","0","0","","","","","","","","","","",""
"1061","BE62","BE57","0","0","BE54,BE58,BE59","BE54","BE58","BE59","","","","","","",""
"1062","BE63","0","0","0","","","","","","","","","","",""
"1063","BE64","BE66","0","0","BE65","BE65","","","","","","","","",""
"1064","BE65","BE66","0","0","BE64","BE64","","","","","","","","",""
"1065","BE66","0","0","0","","","","","","","","","","",""
"1066","BE67","0","BE63","0","","","","","","","","","","",""
"1067","BE68","BE77","BE73","0","BE69,BE70,BE71,BE72,BE74","BE69","BE70","BE71","BE72","BE74","","","","",""
"1068","BE69","BE77","BE73","0","BE68,BE70,BE71,BE72,BE74","BE68","BE70","BE71","BE72","BE74","","","","",""
"1069","BE70","BE77","BE73","0","BE68,BE69,BE71,BE72,BE74","BE68","BE69","BE71","BE72","BE74","","","","",""
"1070","BE71","BE77","BE73","0","BE68,BE69,BE70,BE72,BE74","BE68","BE69","BE70","BE72","BE74","","","","",""
"1071","BE72","BE77","BE73","0","BE68,BE69,BE70,BE71,BE74","BE68","BE69","BE70","BE71","BE74","","","","",""
"1072","BE73","0","0","BE77","","","","","","","","","","",""
"1073","BE74","BE77","BE73","0","BE68,BE69,BE70,BE71,BE72","BE68","BE69","BE70","BE71","BE72","","","","",""
"1074","BE75","0","0","BE79","","","","","","","","","","",""
"1075","BE76","0","0","0","","","","","","","","","","",""
"1076","BE77","BE76","0","BE73","BE10","BE10","","","","","","","","",""
"1077","BE78","BE79","BE75","0","","","","","","","","","","",""
"1078","BE79","BE17","BE13","BE75","BE14,BE16","BE14","BE16","","","","","","","",""
"1079","BE80","0","0","0","","","","","","","","","","",""
"1080","BE81","BE84","BE82","0","BE83,BE85","BE83","BE85","","","","","","","",""
"1081","BE82","0","0","BE84","","","","","","","","","","",""
"1082","BE83","BE84","BE82","0","BE81,BE85","BE81","BE85","","","","","","","",""
"1083","BE84","BE21","BE20","BE82","BE18","BE18","","","","","","","","",""
"1084","BE85","BE84","BE82","0","BE81,BE83","BE81","BE83","","","","","","","",""
"1085","BE86","0","0","0","","","","","","","","","","",""
"1086","BE87","0","BE90","0","BE88,BE89","BE88","BE89","","","","","","","",""
"1087","BE88","0","BE90","0","BE87,BE89","BE87","BE89","","","","","","","",""
"1088","BE89","0","BE90","0","BE87,BE88","BE87","BE88","","","","","","","",""
"1089","BE90","BE86","0","0","BE19,BE93","BE19","BE93","","","","","","","",""
"1090","BE91","BE87","0","BE93","","","","","","","","","","",""
"1091","BE92","BE91","BE93","0","BE95,BE97","BE95","BE97","","","","","","","",""
"1092","BE93","BE86","0","BE91","BE19,BE90","BE19","BE90","","","","","","","",""
"1093","BE94","0","0","0","","","","","","","","","","",""
"1094","BE95","BE91","BE93","0","BE92,BE97","BE92","BE97","","","","","","","",""
"1095","BE96","0","0","BE94","","","","","","","","","","",""
"1096","BE97","BE91","BE93","0","BE92,BE95","BE92","BE95","","","","","","","",""
"1097","BE98","BE96","BE94","0","BE99","BE99","","","","","","","","",""
"1098","BE99","BE96","BE94","0","BE98","BE98","","","","","","","","",""
"1099","BE100","BE102","0","0","BE52,BE101,BE108,BE109","BE52","BE101","BE108","BE109","","","","","",""
"1100","BE101","BE102","0","0","BE52,BE100,BE108,BE109","BE52","BE100","BE108","BE109","","","","","",""
"1101","BE102","0","0","0","","","","","","","","","","",""
"1102","BE103","0","0","0","","","","","","","","","","",""
"1103","BE104","BE107","BE108","0","BE105,BE106","BE105","BE106","","","","","","","",""
"1104","BE105","BE107","BE108","0","BE104,BE106","BE104","BE106","","","","","","","",""
"1105","BE106","BE107","BE108","0","BE104,BE105","BE104","BE105","","","","","","","",""
"1106","BE107","0","0","BE108","","","","","","","","","","",""
"1107","BE108","BE102","0","BE107","BE52,BE100,BE101,BE109","BE52","BE100","BE101","BE109","","","","","",""
"1108","BE109","BE102","0","BE115","BE52,BE100,BE101,BE108","BE52","BE100","BE101","BE108","","","","","",""
"1109","BE110","BE115","BE109","0","BE111,BE112,BE116","BE111","BE112","BE116","","","","","","",""
"1110","BE111","BE115","BE109","0","BE110,BE112,BE116","BE110","BE112","BE116","","","","","","",""
"1111","BE112","BE115","BE109","0","BE110,BE111,BE116","BE110","BE111","BE116","","","","","","",""
"1112","BE113","0","BE51","0","BE46,BE47,BE49,BE50","BE46","BE47","BE49","BE50","","","","","",""
"1113","BE114","0","0","0","","","","","","","","","","",""
"1114","BE115","0","0","BE109","","","","","","","","","","",""
"1115","BE116","BE115","BE109","0","BE110,BE111,BE112","BE110","BE111","BE112","","","","","","",""
"1116","BE117","0","0","0","","","","","","","","","","",""
"1117","BE118","BE125","BE121","0","BE119,BE120,BE122,BE123,BE124,BE128,BE129","BE119","BE120","BE122","BE123","BE124","BE128","BE129","","",""
"1118","BE119","BE125","BE121","0","BE118,BE120,BE122,BE123,BE124,BE128,BE129","BE118","BE120","BE122","BE123","BE124","BE128","BE129","","",""
"1119","BE120","BE125","BE121","0","BE118,BE119,BE122,BE123,BE124,BE128,BE129","BE118","BE119","BE122","BE123","BE124","BE128","BE129","","",""
"1120","BE121","0","0","BE125","","","","","","","","","","",""
"1121","BE122","BE125","BE121","0","BE118,BE119,BE120,BE123,BE124,BE128,BE129","BE118","BE119","BE120","BE123","BE124","BE128","BE129","","",""
"1122","BE123","BE125","BE121","0","BE118,BE119,BE120,BE122,BE124,BE128,BE129","BE118","BE119","BE120","BE122","BE124","BE128","BE129","","",""
"1123","BE124","BE125","BE121","0","BE118,BE119,BE120,BE122,BE123,BE128,BE129","BE118","BE119","BE120","BE122","BE123","BE128","BE129","","",""
"1124","BE125","0","0","BE121","","","","","","","","","","",""
"1125","BE126","BE129","BE60","0","BE127","BE127","","","","","","","","",""
"1126","BE127","BE129","BE60","0","BE126","BE126","","","","","","","","",""
"1127","BE128","BE125","BE121","0","BE118,BE119,BE120,BE122,BE123,BE124,BE129","BE118","BE119","BE120","BE122","BE123","BE124","BE129","","",""
"1128","BE129","BE125","BE121","BE60","BE118,BE119,BE120,BE122,BE123,BE124,BE128","BE118","BE119","BE120","BE122","BE123","BE124","BE128","","",""
"1129","M202","0","0","M203","","","","","","","","","","",""
"1130","M203","0","0","M202","","","","","","","","","","",""
"1131","M204","0","0","0","","","","","","","","","","",""
"1132","M205","0","0","0","","","","","","","","","","",""
"1133","M401","0","0","0","","","","","","","","","","",""
"1134","M206","0","0","0","","","","","","","","","","",""
"1135","M207","M206","0","0","","","","","","","","","","",""
"1136","M208","0","0","0","","","","","","","","","","",""
"1137","M209","M104","M103","0","M105,M106","M105","M106","","","","","","","",""
"1138","M210","0","0","M211","","","","","","","","","","",""
"1139","M211","0","0","M210","","","","","","","","","","",""
"1140","M212","0","M213","0","","","","","","","","","","",""
"1141","M213","0","0","0","","","","","","","","","","",""
"1142","M214","0","0","M260","","","","","","","","","","",""
"1143","M215","M203","M202","0","","","","","","","","","","",""
"1144","M216","M211","M210","0","M217,M220,M260","M217","M220","M260","","","","","","",""
"1145","M217","M211","M210","0","M216,M220,M260","M216","M220","M260","","","","","","",""
"1146","M218","0","","0","","","","","","","","","","",""
"1147","M219","0","M212","0","","","","","","","","","","",""
"1148","M220","M211","M210","M257","M216,M217,M260","M216","M217","M260","","","","","","",""
"1149","M221","0","0","0","","","","","","","","","","",""
"1150","M222","0","0","M221","","","","","","","","","","",""
"1151","M223","M221","0","M224","M228","M228","","","","","","","","",""
"1152","M224","0","0","M223","","","","","","","","","","",""
"1153","M225","M223","M224","0","M234,M235,M236,M270","M234","M235","M236","M270","","","","","",""
"1154","M227","M228","M229","M230","M231,M232,M233,M256","M231","M232","M233","M256","","","","","",""
"1155","M228","M221","0","M229","M223","M223","","","","","","","","",""
"1156","M229","0","0","M228","","","","","","","","","","",""
"1157","M230","0","0","M227","","","","","","","","","","",""
"1158","M231","M228","M229","0","M227,M232,M233,M256","M227","M232","M233","M256","","","","","",""
"1159","M232","M228","M229","0","M227,M231,M233,M256","M227","M231","M233","M256","","","","","",""
"1160","M233","M228","M229","0","M227,M231,M232,M256","M227","M231","M232","M256","","","","","",""
"1161","M234","M223","M224","0","M225,M235,M236,M270","M225","M235","M236","M270","","","","","",""
"1162","M235","M223","M224","0","M225,M234,M236,M270","M225","M234","M236","M270","","","","","",""
"1163","M236","M223","M224","0","M225,M234,M235,M270","M225","M234","M235","M270","","","","","",""
"1164","M237","0","M208","M238","","","","","","","","","","",""
"1165","M238","0","0","M237","","","","","","","","","","",""
"1166","M239","0","0","M240","","","","","","","","","","",""
"1167","M240","0","0","M239","","","","","","","","","","",""
"1168","M241","0","0","0","","","","","","","","","","",""
"1169","M242","M244","0","M244","M245","M245","","","","","","","","",""
"1170","M243","0","0","M242","","","","","","","","","","",""
"1171","M244","0","0","0","","","","","","","","","","",""
"1172","M245","M244","0","0","M242","M242","","","","","","","","",""
"1173","M246","M247","0","M248","","","","","","","","","","",""
"1174","M247","0","0","0","","","","","","","","","","",""
"1175","M248","0","0","M247","","","","","","","","","","",""
"1176","M249","M240","M239","0","M250","M250","","","","","","","","",""
"1177","M250","M240","M239","0","M249","M249","","","","","","","","",""
"1178","M251","0","0","0","","","","","","","","","","",""
"1179","M252","0","0","0","","","","","","","","","","",""
"1180","M253","0","0","M245","","","","","","","","","","",""
"1181","M254","0","0","M255","","","","","","","","","","",""
"1182","M255","0","0","0","","","","","","","","","","",""
"1183","M257","M248","M246","M220","","","","","","","","","","",""
"1184","M258","0","0","0","","","","","","","","","","",""
"1185","M256","M228","M229","0","M227,M231,M232,M233","M227","M231","M232","M233","","","","","",""
"1186","M259","0","0","0","","","","","","","","","","",""
"1187","M260","M211","M210","M214","M216,M217,M220","M216","M217","M220","","","","","","",""
"1188","M261","0","0","0","","","","","","","","","","",""
"1189","M262","M263","0","M267","","","","","","","","","","",""
"1190","M263","0","0","0","","","","","","","","","","",""
"1191","M264","0","0","0","","","","","","","","","","",""
"1192","M265","0","0","M266","","","","","","","","","","",""
"1193","M266","0","0","0","","","","","","","","","","",""
"1194","M267","0","0","0","","","","","","","","","","",""
"1195","M268","0","0","0","","","","","","","","","","",""
"1196","M269","0","0","0","","","","","","","","","","",""
"1197","M270","M223","M224","0","M225,M234,M235,M236","M225","M234","M235","M236","","","","","",""
"1198","M271","M97","M96","M272","M98","M98","","","","","","","","",""
"1199","M272","0","0","M271","","","","","","","","","","",""
"1200","M273","M271","M272","M274","","","","","","","","","","",""
"1201","M274","0","0","M273","","","","","","","","","","",""
"1202","M275","0","0","0","","","","","","","","","","",""
"1203","M277","0","0","0","","","","","","","","","","",""
"1204","M279","0","0","M278","","","","","","","","","","",""
"1205","M278","0","0","0","","","","","","","","","","",""
"1206","M280","0","0","0","","","","","","","","","","",""
"1207","M281","M277","0","0","","","","","","","","","","",""
"1208","M282","0","0","M283","","","","","","","","","","",""
"1209","M283","","0","M282","","","","","","","","","","",""
"1210","M284","0","M275","M282","M285,M286","M285","M286","","","","","","","",""
"1211","M285","0","M275","0","M284,M286","M284","M286","","","","","","","",""
"1212","M286","0","M275","M287","M284,M285","M284","M285","","","","","","","",""
"1213","M287","M286","0","0","","","","","","","","","","",""
"1214","M288","M373","0","M289","","","","","","","","","","",""
"1215","M373","0","0","0","","","","","","","","","","",""
"1216","M289","M290","0","M288","M291,M313","M291","M313","","","","","","","",""
"1217","M290","0","0","0","","","","","","","","","","",""
"1218","M291","M290","0","0","M289,M313","M289","M313","","","","","","","",""
"1219","M293","0","M296","M294","M501,M502,M300","M501","M502","M300","","","","","","",""
"1220","M294","M289","M288","M293","M295","M295","","","","","","","","",""
"1221","M295","M289","M288","0","M294","M294","","","","","","","","",""
"1222","M296","0","0","M297","","","","","","","","","","",""
"1223","M297","0","0","M296","","","","","","","","","","",""
"1224","M298","0","0","0","","","","","","","","","","",""
"1225","M501","M297","M296","0","M502,M300,M293","M502","M300","M293","","","","","","",""
"1226","M502","M297","M296","0","M501,M300,M293","M501","M300","M293","","","","","","",""
"1227","M299","0","0","M300","","","","","","","","","","",""
"1228","M300","M297","M296","M299","M501,M502,M293","M501","M502","M293","","","","","","",""
"1229","M301","0","0","0","","","","","","","","","","",""
"1230","M302","0","0","0","","","","","","","","","","",""
"1231","M303","0","0","M301","","","","","","","","","","",""
"1232","M503","0","0","0","","","","","","","","","","",""
"1233","M304","M302","M301","M305","","","","","","","","","","",""
"1234","M305","0","0","M304","","","","","","","","","","",""
"1235","M306","0","0","M301","","","","","","","","","","",""
"1236","M307","0","0","M306","","","","","","","","","","",""
"1237","M308","0","0","0","","","","","","","","","","",""
"1238","M309","0","0","M308","","","","","","","","","","",""
"1239","M310","0","0","0","","","","","","","","","","",""
"1240","M311","M310","0","M312","M314","M314","","","","","","","","",""
"1241","M312","0","0","M311","","","","","","","","","","",""
"1242","M313","M290","0","M314","M289,M291","M289","M291","","","","","","","",""
"1243","M314","M310","0","M313","M311","M311","","","","","","","","",""
"1244","M315","M311","0","0","","","","","","","","","","",""
"1245","M316","M314","M313","0","","","","","","","","","","",""
"1246","M317","0","0","0","","","","","","","","","","",""
"1247","M318","0","0","M319","","","","","","","","","","",""
"1248","M319","0","0","M318","","","","","","","","","","",""
"1249","M321","0","0","M322","","","","","","","","","","",""
"1250","M322","0","0","M321","","","","","","","","","","",""
"1251","M323","0","0","0","","","","","","","","","","",""
"1252","M324","0","0","M325","","","","","","","","","","",""
"1253","M325","M319","M318","M324","M400","M400","","","","","","","","",""
"1254","M326","0","M328","M327","M330","M330","","","","","","","","",""
"1255","M327","0","0","M326","","","","","","","","","","",""
"1256","M328","0","0","0","","","","","","","","","","",""
"1257","M329","0","0","0","","","","","","","","","","",""
"1258","M330","0","M328","0","M326","M326","","","","","","","","",""
"1259","M331","0","0","0","","","","","","","","","","",""
"1260","M332","0","0","M333","","","","","","","","","","",""
"1261","M333","0","0","M332","","","","","","","","","","",""
"1262","M334","0","0","0","","","","","","","","","","",""
"1263","M335","M332","M333","0","M357","M357","","","","","","","","",""
"1264","M336","0","0","M337","","","","","","","","","","",""
"1265","M337","0","0","M336","","","","","","","","","","",""
"1266","M338","0","0","M338","","","","","","","","","","",""
"1267","M339","0","0","0","","","","","","","","","","",""
"1268","M340","M341","0","0","","","","","","","","","","",""
"1269","M341","0","0","0","","","","","","","","","","",""
"1270","M342","M343","M344","M345","","","","","","","","","","",""
"1271","M343","0","0","M344","","","","","","","","","","",""
"1272","M344","0","0","M343","","","","","","","","","","",""
"1273","M345","0","0","M342","","","","","","","","","","",""
"1274","M346","0","0","M347","","","","","","","","","","",""
"1275","M347","0","0","M346","","","","","","","","","","",""
"1276","M348","0","0","0","","","","","","","","","","",""
"1277","M349","0","0","0","","","","","","","","","","",""
"1278","M350","0","0","0","","","","","","","","","","",""
"1279","M351","0","0","0","","","","","","","","","","",""
"1280","M352","0","0","0","","","","","","","","","","",""
"1281","M353","0","0","0","","","","","","","","","","",""
"1282","M354","0","0","0","","","","","","","","","","",""
"1283","M355","M354","0","0","","","","","","","","","","",""
"1284","M356","0","0","0","","","","","","","","","","",""
"1285","M357","M332","0","M359","M335","M335","","","","","","","","",""
"1286","M359","0","0","M357","","","","","","","","","","",""
"1287","M360","0","0","0","","","","","","","","","","",""
"1288","M361","0","0","0","","","","","","","","","","",""
"1289","M362","0","0","M363,M364","","","","","","","","","","",""
"1290","M363","0","0","0","","","","","","","","","","",""
"1291","M364","0","0","M362","","","","","","","","","","",""
"1292","M365","0","0","M366","","","","","","","","","","",""
"1293","M366","0","0","M365","","","","","","","","","","",""
"1294","M367","0","0","M373","","","","","","","","","","",""
"1295","M368","0","0","M369","","","","","","","","","","",""
"1296","M369","0","0","M368","","","","","","","","","","",""
"1297","M370","0","0","0","","","","","","","","","","",""
"1298","M370","0","0","0","","","","","","","","","","",""
"1299","M372","0","0","0","","","","","","","","","","",""
"1300","M400","M319","M318","0","M325","M325","","","","","","","","",""
"1301","M375","0","0","0","","","","","","","","","","",""
"1302","M374","0","0","0","","","","","","","","","","",""
"1303","MI205","0","0","MI206","","","","","","","","","","",""
"1304","MI206","0","0","MI205","","","","","","","","","","",""
"1305","MI209","0","0","MI207","","","","","","","","","","",""
"1306","MI211","MI206","MI205","0","MI212,MI217,MI218,MI219","MI212","MI217","MI218","MI219","","","","","",""
"1307","MI212","MI206","MI205","0","MI211,MI217,MI218,MI219","MI211","MI217","MI218","MI219","","","","","",""
"1308","MI210","0","0","0","","","","","","","","","","",""
"1309","MI154","0","0","MI155","","","","","","","","","","",""
"1310","MI155","0","0","MI154","","","","","","","","","","",""
"1311","MI156","MI155","MI154","0","MI157,MI158,MI159","MI157","MI158","MI159","","","","","","",""
"1312","MI157","MI155","MI154","0","MI156,MI158,MI159","MI156","MI158","MI159","","","","","","",""
"1313","MI158","MI155","MI154","0","MI156,MI157,MI159","MI156","MI157","MI159","","","","","","",""
"1314","MI159","MI155","MI154","0","MI156,MI157,MI158","MI156","MI157","MI158","","","","","","",""
"1315","MI160","0","0","MI161","","","","","","","","","","",""
"1316","MI161","MI162","0","MI160","MI180","MI180","","","","","","","","",""
"1317","MI162","0","0","0","","","","","","","","","","",""
"1318","MI163","MI161","MI160","0","MI164,MI165,MI166","MI164","MI165","MI166","","","","","","",""
"1319","MI164","MI161","MI160","0","MI163,MI165,MI166","MI163","MI165","MI166","","","","","","",""
"1320","MI165","MI161","MI160","0","MI163,MI164,MI166","MI163","MI164","MI166","","","","","","",""
"1321","MI166","MI161","MI160","0","MI163,MI164,MI165","MI163","MI164","MI165","","","","","","",""
"1322","MI178","0","0","0","","","","","","","","","","",""
"1323","MI179","0","0","0","","","","","","","","","","",""
"1324","MI180","MI162","0","MI181","MI161","MI161","","","","","","","","",""
"1325","MI181","0","0","MI180","","","","","","","","","","",""
"1326","MI204","0","0","0","","","","","","","","","","",""
"1327","MI207","MI208","0","MI209","","","","","","","","","","",""
"1328","MI208","MI210","0","0","","","","","","","","","","",""
"1329","MI213","MI211","0","0","MI214,MI215","MI214","MI215","","","","","","","",""
"1330","MI214","MI211","0","0","MI213,MI215","MI213","MI215","","","","","","","",""
"1331","MI215","MI211","0","0","MI213,MI214","MI213","MI214","","","","","","","",""
"1332","MI217","MI206","MI205","0","MI211,MI212,MI218,MI219","MI211","MI212","MI218","MI219","","","","","",""
"1333","MI218","MI206","MI205","0","MI211,MI212,MI217,MI219","MI211","MI212","MI217","MI219","","","","","",""
"1334","MI219","MI206","MI205","0","MI211,MI212,MI217,MI218","MI211","MI212","MI217","MI218","","","","","",""
"1335","MI220","0","0","0","","","","","","","","","","",""
"1336","MI221","0","0","0","","","","","","","","","","",""
"1337","MI216","0","0","MI226","","","","","","","","","","",""
"1338","MI222","0","MI29","0","MI23,MI24,MI27,MI223,MI224","MI23","MI24","MI27","MI223","MI224","","","","",""
"1339","MI223","0","MI29","0","MI23,MI24,MI27,MI222,MI224","MI23","MI24","MI27","MI222","MI224","","","","",""
"1340","MI224","0","MI29","0","MI23,MI24,MI27,MI222,MI223","MI23","MI24","MI27","MI222","MI223","","","","",""
"1341","MI225","MI226","MI216","0","","","","","","","","","","",""
"1342","MI226","0","0","MI216","","","","","","","","","","",""
"1343","MI187","0","0","MI188","","","","","","","","","","",""
"1344","MI188","0","0","MI187","","","","","","","","","","",""
"1345","MI189","0","0","0","","","","","","","","","","",""
"1346","MI190","MI189","MI22","0","MI191","MI191","","","","","","","","",""
"1347","MI191","MI189","MI22","0","MI190","MI190","","","","","","","","",""
"1348","MI192","MI193","0","0","","","","","","","","","","",""
"1349","MI193","0","0","0","","","","","","","","","","",""
"1350","MI195","0","0","0","","","","","","","","","","",""
"1351","MI196","MI188","MI187","0","MI199,MI200,MI201","MI199","MI200","MI201","","","","","","",""
"1352","MI197","0","0","0","","","","","","","","","","",""
"1353","MI198","0","0","0","","","","","","","","","","",""
"1354","MI199","MI188","MI187","0","MI196,MI200,MI201","MI196","MI200","MI201","","","","","","",""
"1355","MI200","MI188","MI187","0","MI196,MI199,MI201","MI196","MI199","MI201","","","","","","",""
"1356","MI201","MI188","MI187","0","MI196,MI199,MI200","MI196","MI199","MI200","","","","","","",""
"1357","MI227","0","0","0","","","","","","","","","","",""
"1358","MI202","0","0","MI203","","","","","","","","","","",""
"1359","MI203","0","0","MI202","","","","","","","","","","",""
"1360","MI167","0","0","0","","","","","","","","","","",""
"1361","MI168","MI167","0","MI169","MI176","MI176","","","","","","","","",""
"1362","MI169","0","0","MI168","","","","","","","","","","",""
"1363","MI170","MI169","MI168","0","MI171,MI172,MI173,MI174","MI171","MI172","MI173","MI174","","","","","",""
"1364","MI171","MI169","MI168","0","MI170,MI172,MI173,MI174","MI170","MI172","MI173","MI174","","","","","",""
"1365","MI172","MI169","MI168","0","MI170,MI171,MI173,MI174","MI170","MI171","MI173","MI174","","","","","",""
"1366","MI173","MI169","MI168","0","MI170,MI171,MI172,MI174","MI170","MI171","MI172","MI174","","","","","",""
"1367","MI174","MI169","MI168","0","MI170,MI171,MI172,MI173","MI170","MI171","MI172","MI173","","","","","",""
"1368","MI175","0","0","MI176","","","","","","","","","","",""
"1369","MI176","MI167","0","MI175","MI168","MI168","","","","","","","","",""
"1370","MI177","0","0","0","","","","","","","","","","",""
"1371","MI145","0","0","MI146","","","","","","","","","","",""
"1372","MI146","0","0","MI145","","","","","","","","","","",""
"1373","MI147","MI146","MI145","0","MI148","MI148","","","","","","","","",""
"1374","MI148","MI146","MI145","0","MI147","MI147","","","","","","","","",""
"1375","MI149","0","0","0","","","","","","","","","","",""
"1376","MI150","0","0","MI151","","","","","","","","","","",""
"1377","MI151","0","0","MI150","","","","","","","","","","",""
"1378","MI152","MI151","MI152","0","MI153","MI153","","","","","","","","",""
"1379","MI153","MI151","MI150","0","MI152","MI152","","","","","","","","",""
"1380","MI134","0","0","MI135","","","","","","","","","","",""
"1381","MI135","MI135","MI134","0","","","","","","","","","","",""
"1382","MI136","MI137","0","MI138","MI143","MI143","","","","","","","","",""
"1383","MI137","0","0","0","","","","","","","","","","",""
"1384","MI138","0","0","MI136","","","","","","","","","","",""
"1385","MI139","MI136","MI138","0","MI140,MI141,MI142","MI140","MI141","MI142","","","","","","",""
"1386","MI140","MI136","MI138","0","MI139,MI141,MI142","MI139","MI141","MI142","","","","","","",""
"1387","MI141","MI136","MI138","0","MI139,MI140,MI142","MI139","MI140","MI142","","","","","","",""
"1388","MI142","MI136","MI138","0","MI139,MI140,MI141","MI139","MI140","MI141","","","","","","",""
"1389","MI143","MI137","0","0","MI136","MI136","","","","","","","","",""
"1390","MI144","0","0","0","","","","","","","","","","",""
"1391","MI182","0","0","0","","","","","","","","","","",""
"1392","MI183","0","0","MI184","","","","","","","","","","",""
"1393","MI184","0","0","MI183","","","","","","","","","","",""
"1394","MI185","MI176","MI175","0","","","","","","","","","","",""
"1395","MI194","MI183","MI184","0","","","","","","","","","","",""
