X,nom,ref,bp,married,age_married,where_met_spouse,how_met_spouse,married_before,times_married_before,prev_spouse_dead,prev_spouse_div,polygamy_ever,clan.x,clan_mum,clan_dad,clan_spouse,ref_spouse,bp_spouse,kids.x,kids_alive.x,house_num,house_ppl,time_camp,sex.x,region,year,camp_region,loc,people_number_2022,set_type
141,CAMP054,M339,Macao,1,Adolescent,Macao,village,0,,,NA,0,Boukoumou,Bossombo,Boukoumou,Boundjo,,Macao,NA,2,NA,4,2,F,Macao,2023,C,F,7,forest_camp
142,CAMP080,M340,Macao,1,Adolescent,Macao,home_visit,0,,,NA,0,,,,,411,Thanry,NA,2,1,2,2,M,Macao,2023,C,V,6,village_camp
143,CAMP080,M341,Zingo,1,Jeune adulte,Macao,village,1,2,,1,0,Boukoumou,Bossombo,Bokoumou,,,Macao,NA,2,NA,2,5,F,Macao,2023,C,V,6,village_camp
144,CAMP019,M342,Macao,1,Adulte,Macao,foraging,0,,,NA,0,,,,,416,Macao,NA,1,1,3,1,F,Macao,2023,C,V,13,village_camp
145,CAMP019,M343,Macao,1,Adolescent,Macao,home_visit,0,,,NA,0,Tongombe,,,,415,Bangui,NA,2,2,4,1,F,Macao,2023,C,V,13,village_camp
146,CAMP019,M344,Bangui,1,Adulte,Macao,village,0,,,NA,0,Emanongo,Bongomba,Emanongo,Botomboli,414,Macao,NA,5,2,4,1,M,Macao,2023,C,V,13,village_camp
147,CAMP019,M345,Macao,1,Adolescent,Macao,village,1,1,,1,0,Bokosse,,,,413,Bangui,NA,1,1,3,1,M,Macao,2023,C,V,13,village_camp
148,CAMP010,M346,Macao,1,Adolescent,Macao,funeral,1,1,,1,0,,,,,418,Bobanda,NA,1,1,7,5,M,Macao,2023,C,V,9,village_camp
149,CAMP010,M347,Djoube,1,Adulte,Macao,funeral,1,1,1,NA,0,,,,,417,Macao,NA,3,1,7,5,F,Macao,2023,C,V,9,village_camp
150,CAMP018,M348,Berandjokou,1,Adulte,Macao,village,0,,,NA,0,Bokoti,Bobzewe,Bokoti,Bodzikala,,Macao,NA,2,NA,4,5,M,Macao,2023,C,V,4,village_camp
151,CAMP046,M349,Macao,1,Adolescent,Macao,funeral,0,,,NA,0,Bossombo,Bombongo,Bossombo,Bondzolika,,Macao,NA,8,NA,2,5,F,Macao,2023,C,V,16,village_camp
152,CAMP002,M351,Macao,1,Enfant,Macao,home_visit,0,,,NA,0,Emanongo,,,Bossombo,422,Sombo,NA,4,1,5,1,F,Macao,2023,C,V,12,village_camp
153,CAMP002,M352,,1,Adolescent,Macao,funeral,0,,,NA,1,Bossombo,Bokosse,Bossombo,Emanongo,,Pape_village,NA,5,NA,7,5,M,Macao,2023,C,V,12,village_camp
154,CAMP046,M353,Pape_village,1,Adulte,Macao,funeral,1,1,1,NA,0,Bombongo,Bonguima,Bombongo,Bondzolika,,Macao,NA,4,2,5,5,F,Macao,2023,C,V,16,village_camp
155,CAMP062,M354,Macao,0,,,,1,1,,1,0,Boundjo,Bondzala,Boundjo,Bonguima,,Pape_village,NA,6,1,9,2,F,Macao,2023,C,V,11,village_camp
156,CAMP062,M355,Pape_village,0,,,,0,,,NA,0,Bonguima,Boundjo,Bonguima,,,,NA,0,1,9,NA,M,Macao,2023,C,V,11,village_camp
157,CAMP058,M357,Macao,1,Adolescent,Macao,bar,0,,,NA,0,Bondzolika,Boteke,Bondzolika,Bombongo,429,Macao,NA,3,1,6,1,,Macao,2023,C,V,6,village_camp
158,CAMP058,M359,Macao,1,Adulte,Macao,bar,1,1,,1,0,Bombongo,Bokosse,bombongo,Bondzolika,428,Macao,NA,3,1,6,1,M,Macao,2023,C,V,6,village_camp
159,CAMP045,M360,Macao,1,Adolescent,Macao,foraging,1,1,1,NA,0,,,,,,Zingo,NA,5,1,5,5,F,Macao,2023,C,V,4,village_camp
160,CAMP018,M361,Macao,1,Adolescent,Thanry,home_visit,0,,,NA,0,,Bomouanga,,,,,NA,2,1,4,3,F,Macao,2023,C,V,4,village_camp
161,CAMP002,,Macao,1,Enfant,Macao,funeral,0,,,NA,0,,,,,445,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,CAMP002,,Seke,1,Adulte,Macao,funeral,0,,,NA,0,,,,,Mort,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,CAMP055,,Macao,1,Adolescent,Macao,funeral,0,,,NA,0,,Bossombo,Bondzala,Mokosse,449,Thanry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,CAMP001,M362,Berandjokou,1,Adulte,Pape_village,home_visit,1,1,,1,0,Bombela,Boteke,Bombela,Emanongo,451,Pape_village,NA,0,1,4,2,M,Macao,2023,R,,29,village
165,CAMP001,M364,Pape_village,1,Adolescent,Pape_village,home_visit,0,,,NA,0,Emanongo,Bombongo,Emanongo,Bombela,450,Berandjokou,NA,0,1,4,5,F,Macao,2023,R,,29,village
166,CAMP001,M365,Berandjokou,1,Adolescent,Pape_village,home_visit,0,,,NA,0,Bongouako,,Bongouako,Boteke,453,Pape_village,NA,0,1,4,1,M,Macao,2023,R,,29,village
167,CAMP001,M366,Pape_village,1,Adolescent,Pape_village,home_visit,0,,,NA,0,Boteke,,Boteke,Bongouako,452,Berandjokou,NA,0,1,4,5,F,Macao,2023,R,,29,village
168,CAMP001,M367,Bangui,1,Adulte,Bangui,foraging,1,2,1,1,1,Bodjombia,Bodjombia,Ekoumou,,345,Pape_village,NA,3,3,1,2,M,Macao,2023,R,,29,village
169,CAMP001,M368,Pape_village,1,Adulte,Baye,funeral,0,,,NA,0,Emanongo,Bombongo,Emanongo,Bombela,456,Baye,NA,4,5,5,5,M,Macao,2023,R,,29,village
170,CAMP001,M369,Baye,1,Adolescent,Pape_village,funeral,0,,,NA,0,Boponga,Bombela,,Emanongo,455,Pape_village,NA,4,5,5,5,F,Macao,2023,R,,29,village
171,CAMP001,,Pape_village,1,Adulte,Pape_village,foraging,0,,,NA,0,Bombongo,,Bombongo,Bondzala,,Likombo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,CAMP001,,Pape_village,0,,,,0,,,NA,0,Emanongo,Bombongo,Emanongo,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,CAMP001,,Baye,1,Adolescent,Pape_village,home_visit,0,,,NA,0,Mokweke,Moteke,Mokweke,Moponga,465,Pape_village,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,CAMP001,,Pape_village,1,Adolescent,Pape_village,home_visit,0,,,NA,0,Boponga,Bonguima,Boponga,Mokweke,464,Baye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,CAMP001,,Pape_village,1,Adolescent,Lindongou,home_visit,0,,,NA,0,Emanongo,Bombongo,Emanongo,,467,Bayanga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,CAMP001,M370,,1,Adolescent,Pape_village,village,0,,,NA,0,Bombela,Bombongo,Bombela,Emanongo,466,Pape_village,NA,4,7,4,5,F,Macao,2023,R,,29,village
177,CAMP001,M370,,1,Adolescent,Pape_village,village,0,,,NA,0,Bombela,Bombongo,Bombela,Emanongo,466,Pape_village,NA,4,7,4,5,F,Macao,2023,R,,29,village
178,CAMP001,M370,,1,Adolescent,Pape_village,village,0,,,NA,0,Bombela,Bombongo,Bombela,Emanongo,466,Pape_village,NA,4,8,12,3,F,Macao,2023,R,,29,village
179,CAMP001,M370,,1,Adolescent,Pape_village,village,0,,,NA,0,Bombela,Bombongo,Bombela,Emanongo,466,Pape_village,NA,4,8,12,3,F,Macao,2023,R,,29,village
180,CAMP001,M371,Bangui,1,Adulte,Pape_village,funeral,1,1,1,NA,0,Mboma,Ponga,Mboma,Bondzala,468,Pape_village,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,CAMP001,,Pape_village,1,Adulte,Gwayanga,home_visit,1,1,1,NA,0,Bongomba,,Bongomba,Bondzala,471,Bayanga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,CAMP055,,Macao,1,Adulte,Macao,funeral,0,,,NA,0,,,Emanongo,Bombongo,451,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,CAMP001,,Pape_village,1,Adulte,Pape_village,funeral,1,1,,1,1,Bondzala,,Bondzala,Boteke,469,Pape_village,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,CAMP080,,Zingo,1,Adolescent,Zingo,funeral,0,,,NA,0,Bossombo,,Bossombo,Bokoumou,,Zingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,CAMP018,,Macao,1,Adolescent,Macao,,0,,,NA,0,Bomouanga,,Bomouanga,,,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,CAMP070,M7,Macao,1,Adolescent,Macao,funeral,1,1,,1,0,Bossombo,Emanoungou,Bossombo,Bombembe,391,Macao,3,0,5,4,1,M,Macao,2022,C,F,11,forest_camp
187,CAMP044,,Bangui,1,Adolescent,Bangui,funeral,0,,,NA,0,Mokumu,Engouta,Mokumu,,,Bangui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,CAMP045,M363,Macao,1,Adolescent,Macao,funeral,1,1,,1,0,Bondzala,,Bondzala,,,Seke,NA,1,1,3,3,M,Macao,2023,C,V,4,village_camp
189,CAMP066,,Bangui,1,Adolescent,Bangui,funeral,0,,,NA,0,Bokiba,Bolobe,Bokiba,Bondza,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,CAMP104,M279,Bangui,1,Adolescent,Bangui,village,0,,,NA,0,Bokwete,Bobondjo,Bokwete,Moubonga,322,Bangui,NA,3,10,5,2,F,Macao,2023,C,V,59,village_camp
191,CAMP011,MI134,Minganga,1,Jeune adulte,Attention,funeral,0,NA,NA,NA,0,Mokota,Bombingo,Mokota,,NA,Attention,NA,5,1,8,5,M,Minganga,2023,C,F,15,forest_camp
192,CAMP011,MI136,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Botoukou,Bokosso,Botoukou,Mokota,5,Mbili,NA,5,2,7,5,F,Minganga,2023,C,F,15,forest_camp
193,CAMP011,MI137,Mossombo,1,Jeune adulte,Mossombo,funeral,0,NA,NA,NA,0,Mokosso,Mozouye,Mokosso,Botoukou,NA,Mossombo,NA,4,3,2,5,F,Minganga,2023,C,F,15,forest_camp
194,CAMP011,MI138,Mbili,1,Adolescent,Mossombo,funeral,1,1,NA,1,0,Mokota,Bombingo,Mokota,Botoukou,3,Mossombo,NA,5,2,7,5,M,Minganga,2023,C,F,15,forest_camp
195,CAMP011,MI143,Mossombo,0,,,,0,NA,NA,NA,0,Motoukou,,,,NA,,NA,0,3,2,5,M,Minganga,2023,C,F,15,forest_camp
196,CAMP024,MI144,,1,Adulte,Mossombo,funeral,1,1,1,NA,1,Botoukou,Djoko,Botoukou,Engouanda,NA,Mossombo,NA,2,NA,4,5,M,Minganga,2023,R,,NA,village
197,CAMP038,MI145,Attention,1,Jeune adulte,Attention,home_visit,0,NA,NA,NA,0,Bonganda,,Bonganda,,13,Attention,NA,2,1,4,1,M,Minganga,2023,C,F,9,forest_camp
198,CAMP038,MI146,Attention,0,,,,0,NA,NA,NA,0,Moundousse,Bonganda,Moundousse,Bonganda,12,Attention,NA,2,1,4,1,F,Minganga,2023,C,F,9,forest_camp
199,CAMP038,MI149,Ikelemba,1,Adulte,Attention,funeral,1,1,NA,1,0,Idongo,Djoko,Bokiba,Bonganda,NA,Attention,NA,3,2,1,3,M,Minganga,2023,C,F,9,forest_camp
200,CAMP038,MI150,Attention,1,Adolescent,Toukoulaka,funeral,0,NA,NA,NA,1,Bondousse,Bonganda,Bondousse,Bokiba,18,Attention,NA,3,3,4,1,M,Minganga,2023,C,F,9,forest_camp
201,CAMP038,MI151,,1,Adolescent,Attention,home_visit,0,NA,NA,NA,0,Bokiba,Bonganda,Bokiba,Bondosse,17,Attention,NA,3,3,4,1,F,Minganga,2023,C,F,9,forest_camp
202,CAMP082,MI154,,1,Enfant,Minganga,funeral,0,NA,NA,NA,0,Bolobe,,,Etombe,22,Minganga,NA,4,1,7,2,M,Minganga,2023,C,V,21,village_camp
203,CAMP082,MI155,Minganga,1,Enfant,Minganga,funeral,0,NA,NA,NA,0,Etombe,Boudjali,Etombe,Bolobe,21,Minganga,NA,4,1,6,2,F,Minganga,2023,C,V,21,village_camp
204,CAMP082,MI160,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,1,Boussoumbou,,Boussoumbou,,28,Impfondo,NA,5,2,6,2,M,Minganga,2023,C,V,21,village_camp
205,CAMP082,MI161,,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Engando,,,,27,Mossombo,NA,5,2,6,1,F,Minganga,2023,C,V,21,village_camp
206,CAMP082,MI162,Mossombo,1,Adolescent,Mossombo,village,1,1,1,NA,0,Bombingo,Djoko,Bombingo,Bodzoyi,NA,Mossombo,NA,5,5,1,2,F,Minganga,2023,C,V,21,village_camp
207,NA,MI167,,1,Jeune adulte,Minganga,En cours de route,1,1,1,NA,0,Bokokoto,,Bokokoto,,NA,Bomassa,NA,0,1,1,2,F,Minganga,2023,C,V,15,village_camp
208,CAMP028,MI168,Mossombo,1,Adolescent,Mbili,school,0,NA,NA,NA,1,Bombito,Bokokoto,Bombito,Etombe,36,Mbili,NA,7,2,7,2,M,Minganga,2023,C,V,15,village_camp
209,CAMP028,MI169,Mbili,1,Adolescent,Mbili,school,0,NA,NA,NA,0,Etombe,,Etombe,Bombito,35,Mossombo,NA,6,2,7,2,F,Minganga,2023,C,V,15,village_camp
210,CAMP028,MI175,,1,Adolescent,Mbili,home_visit,1,1,NA,1,0,Bomambe,Etombe,Bomambe,Bombito,43,Mossombo,NA,4,3,4,2,M,Minganga,2023,C,V,15,village_camp
211,CAMP028,MI176,Mossombo,1,Adolescent,Mbili,home_visit,0,NA,NA,NA,0,Bombito,Bokokoto,Bombito,Bomambe,42,Mbili,NA,4,3,4,2,F,Minganga,2023,C,V,15,village_camp
212,CAMP028,MI177,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bodzoyi,Engouanda,Bodzoyi,Etombe,NA,Mbili,NA,3,4,1,2,M,Minganga,2023,C,V,15,village_camp
213,CAMP082,MI178,Mossombo,0,,,,0,NA,NA,NA,0,Boussoumbou,,Boussoumbou,,NA,,NA,0,3,2,2,F,Minganga,2023,C,V,21,village_camp
214,CAMP082,MI179,Mossombo,0,,,,0,NA,NA,NA,0,Mokota,Bodzoyi,Mokota,,NA,,NA,0,3,2,2,F,Minganga,2023,C,V,21,village_camp
215,CAMP082,MI180,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Boussoumbou,Bombingo,Bodzoyi,50,Mossombo,NA,3,4,5,2,F,Minganga,2023,C,V,21,village_camp
216,CAMP082,MI181,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bodzoyi,,Bodzoyi,Bombingo,49,Mossombo,NA,3,4,5,2,M,Minganga,2023,C,V,21,village_camp
217,CAMP109,MI15,Mbili,0,,,,0,NA,NA,NA,0,Moudjali,Etombe,Moudjali,,NA,,0,NA,5,4,1,F,Minganga,2022,C,R,35,village_camp
218,CAMP109,,Mbili,1,Adolescent,Mbili,funeral,0,NA,NA,NA,0,,Boukoukoua,Etombe,Moudjali,56,Ikelemba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,CAMP109,MI8,Mossombo,1,Adolescent,Minganga,funeral,0,NA,NA,NA,0,Bombingo,Boussoumbou,Bombingo,Bomambe,58,Mbili,1,NA,1,5,3,F,Minganga,2022,C,F,16,forest_camp
220,CAMP020,MI10,Mbili,1,Adolescent,Mbili,foraging,1,1,1,NA,0,Bomambe,Etombe,Bomambe,,61,Mbili,1,NA,1,4,2,M,Minganga,2022,C,F,9,forest_camp
221,CAMP020,MI11,Minganga,1,Adulte,Mossombo,funeral,1,1,1,NA,0,Boukoukoua,Baba,Boukoukoua,,NA,Toukoulaka,1,NA,1,5,1,F,Minganga,2022,C,F,16,forest_camp
222,CAMP020,MI13,Mbili,1,Adolescent,Mbili,funeral,0,NA,NA,NA,0,Bonganda,Boukoukoua,Bonganda,Bomambe,59,Mbili,1,NA,1,4,2,F,Minganga,2022,C,F,9,forest_camp
223,CAMP020,MI187,Mbili,1,Adolescent,Mbili,home_visit,0,NA,NA,NA,0,Bonganda,Bokokoto,Bonganda,Boukoukoua,63,Mossombo,NA,5,1,6,2,M,Minganga,2023,C,V,24,village_camp
224,CAMP020,MI188,Mossombo,1,Enfant,Mossombo,funeral,0,NA,NA,NA,0,Boukoukoua,Bombito,Boukoukoua,Bonganda,62,Mbili,NA,5,1,6,2,F,Minganga,2023,C,V,24,village_camp
225,CAMP020,MI22,Minganga,1,Adolescent,Mossombo,home_visit,0,NA,NA,NA,0,Bonganda,,Bonganda,Bodzoyi,65,Mossombo,1,NA,3,3,2,M,Minganga,2022,C,R,35,village_camp
226,CAMP020,MI189,Mossombo,1,Adolescent,Mossombo,home_visit,0,NA,NA,NA,0,Bodzoyi,,,Bonganda,64,Mbili,NA,2,2,4,2,F,Minganga,2023,C,V,24,village_camp
227,CAMP020,MI192,Toukoulaka,1,Adolescent,Attention,home_visit,0,NA,NA,NA,0,Bokobia,Boussoumbou,Bokobia,Ngouanda,71,Attention,NA,0,3,2,2,F,Minganga,2023,C,V,24,village_camp
228,CAMP020,,Attention,1,Adolescent,Bène,foraging,0,NA,NA,NA,0,Bonganda,,Bonganda,Bopo,69,Toukoulaka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,CAMP109,MI6,Mbili,1,Adolescent,Mbili,home_visit,0,NA,NA,NA,0,Bokokoto,Etombe,Bokokoto,Bombingo,75,Mossombo,1,NA,3,4,2,F,Minganga,2022,C,F,16,forest_camp
230,CAMP020,MI196,Mbili,0,,,,0,NA,NA,NA,0,Bonganda,Boukoukoua,Bonganda,,NA,,NA,0,3,2,2,F,Minganga,2023,C,V,24,village_camp
231,CAMP020,MI195,Mbili,0,,,,0,NA,NA,NA,0,Bokokoto,Boukoukoua,Bokokoto,,NA,,NA,0,4,5,1,M,Minganga,2023,C,V,24,village_camp
232,CAMP020,MI197,Mbili,0,,,,0,NA,NA,NA,0,Bonga,Bokokoto,Bonga,,NA,,NA,0,3,2,2,F,Minganga,2023,C,V,24,village_camp
233,CAMP020,MI198,Mbili,1,Adolescent,Mbili,funeral,0,NA,NA,NA,0,Bonganda,Bokokoto,Bonganda,Djoko,NA,Ikelemba,NA,5,4,3,2,F,Minganga,2023,C,V,24,village_camp
234,CAMP111,MI17,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Bopolo,Bombingo,Bomboko,84,Mossombo,1,NA,1,3,5,M,Minganga,2022,C,R,35,village_camp
235,CAMP111,MI21,Mossombo,1,Adolescent,Mossombo,funeral,1,1,NA,1,0,Bomboko,Sambala,Bomboka,,83,Mossombo,1,NA,1,3,5,F,Minganga,2022,C,R,35,village_camp
236,CAMP111,MI92,Mossombo,1,Adulte,Mbaya,funeral,0,NA,NA,NA,0,Bombingo,Bomboko,Bombingo,Bokokoto,NA,Mbili,1,NA,2,3,5,F,Minganga,2022,C,R,35,village_camp
237,CAMP111,MI86,,1,Adolescent,Minganga,funeral,1,1,NA,1,0,Bombingo,Bomboko,Bombingo,,NA,Minganga,1,NA,6,4,5,F,Minganga,2022,C,R,35,village_camp
238,CAMP111,MI20,,1,Adolescent,Kabo,bar,0,NA,NA,NA,0,NA,,Bopo,,89,Minganga,NA,NA,1,3,5,F,Minganga,2022,C,R,35,village_camp
239,CAMP111,,Mbaya,0,,,,0,NA,NA,NA,0,Bokokoto,Bombingo,Bokokoto,,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,CAMP111,MI203,,1,Adolescent,Kabo,bar,0,NA,NA,NA,0,Bodzoyi,Boussoumbou,Botoukou,Bopo,87,,NA,0,1,2,2,M,Minganga,2023,C,R,35,village_camp
241,NA,MI205,Mossombo,1,Adulte,Mossombo,funeral,0,NA,NA,NA,0,Boussoumbou,Engouanda,Boussoumbou,Bombingo,95,Mossombo,NA,6,1,6,2,M,Minganga,2023,C,R,11,village_camp
242,NA,MI206,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Embete,Bombingo,Boussoumbou,94,Mossombo,NA,6,1,6,2,F,Minganga,2023,C,R,11,village_camp
243,CAMP061,MI207,Mossombo,1,Adulte,Mossombo,funeral,0,NA,NA,NA,0,Botoukou,Bokota,Botoukou,Bombingo,98,Mossombo,NA,5,2,6,1,M,Minganga,2023,C,R,11,village_camp
244,NA,MI209,Mossombo,1,Adolescent,Mossombo,funeral,0,NA,NA,NA,0,Bombingo,Bomambe,Bombingo,Botoukou,96,Mossombo,NA,5,2,6,1,F,Minganga,2023,C,R,11,village_camp
245,CAMP059,MI210,,0,,,,0,NA,NA,NA,0,Etombe,,,,NA,,NA,4,1,1,2,F,Minganga,2023,C,R,18,village_camp
246,CAMP061,MI211,,0,,,,0,NA,NA,NA,0,Bossombo,,,,NA,,0,3,4,5,1,F,Minganga,2023,C,R,11,village_camp
247,NA,MI212,,0,,,,0,NA,NA,NA,0,Bossombo,,,,NA,,0,0,5,1,1,M,Minganga,2023,C,R,11,village_camp
248,CAMP059,MI216,,0,,,,0,NA,NA,NA,0,Engando,,,,NA,,NA,4,2,3,1,M,Minganga,2023,C,R,18,village_camp
249,CAMP059,MI29,Mossombo,1,,,funeral,0,NA,NA,NA,0,Bombingo,,,Bokota,108,Mossombo,1,NA,1,5,2,M,Minganga,2022,C,R,18,village_camp
250,CAMP059,MI28,Mossombo,1,,,funeral,0,NA,NA,NA,0,Bokota,,,Bombingo,107,Mossombo,1,NA,1,5,2,F,Minganga,2022,C,R,18,village_camp
251,CAMP109,MI185,,1,Adolescent,Mossombo,funeral,1,1,NA,1,0,Bomambe,Bombito,Bomambe,Bombingo,57,Mossombo,NA,1,2,3,2,M,Minganga,2023,C,V,14,village_camp
